rainfall,temperature,NDVI,soil_moisture,biomass
1061.8101782710437,19.341020461667462,0.7109988176929793,0.35525782734886957,1545.9093171708441
1926.0714596148744,18.322802405785083,0.3291583969190981,0.2837169814136773,1566.5643827834322
1597.9909127171077,14.403847812571502,0.4426477860589203,0.48579940994557635,1591.2695496741087
1397.987726295555,25.181666752537197,0.6642964458004728,0.18759138039369527,1648.588750028166
734.0279606636548,21.915604012715722,0.5374625411671359,0.3351425663995763,1215.1269059516635
733.991780504304,31.64252480810009,0.7169997270444257,0.38008400599608905,1490.1017657742548
587.1254182522991,10.802739512051456,0.8728455308560017,0.43022579573815267,1453.0441206080377
1799.2642186624028,26.096698188878158,0.28158268140063825,0.26278841217120286,1439.1087779766706
1401.6725176148132,29.07372196278903,0.6966974014786427,0.37476876306299267,1719.6280028293306
1562.1088666940682,28.987164229707677,0.3612409089424802,0.22128058855371313,1489.7357249000142
530.8767414437036,32.15184917738813,0.49013370918529847,0.2741904369447281,1155.6188355118688
1954.8647782429914,28.22584357073735,0.2230039080565979,0.45825085248135966,1699.3385009873723
1748.6639612006327,33.195251541192405,0.2951351676048893,0.47996304373238174,1662.232416882397
818.5086660174143,18.316414995522287,0.42384410233422976,0.38752693877090594,1113.7118640371916
772.7374508106509,22.580235418788575,0.43939006370158945,0.24974075631047402,1034.288709852562
775.1067647801508,10.351991582072268,0.829709651523467,0.42802311598986564,1469.58072076721
956.3633644393066,10.17393968258228,0.7192690364865606,0.11034683269016808,1355.141639714832
1287.1346474483566,16.003165511287996,0.8805280777309288,0.14109836421576843,1794.7423528237414
1147.9175279631736,12.52017992847713,0.6193500572346684,0.3645494945501445,1478.4492785577204
936.8437102970629,16.50528419839384,0.3691996124639226,0.21649943010802297,1017.2339617368107
1417.7793420835692,14.426082363209936,0.42935852094515004,0.48055448736019113,1449.938064447456
709.2407909780627,10.713000620966206,0.42388514630437696,0.2744242448369219,958.986372976383
938.2169728028273,32.732603660151234,0.4285460293642761,0.2717459281556708,1275.0888790464946
1049.5427649405376,10.205578284722288,0.6710749211782709,0.3712318040763726,1519.1516032142479
1184.104976325554,28.402053608427135,0.5715655496632913,0.4070274249224759,1654.2936516625623
1677.7639420895205,13.803697172987913,0.469796924660651,0.29022349525005464,1555.6074259755976
799.5106732375395,32.80574054999,0.3043628381101016,0.18560036068468966,1068.5177849768163
1271.3516576204174,32.319898489747146,0.21549741405950215,0.40932345709024864,1274.516264689139
